	model_name	MAGeCK	gset	perc	AUC	diff	avg
20	A2780cis	0.963248685817448	ADaM2021	5	0.9727777777777776	0.009529091960329583	0.9680132317976129
21	A2780cis	0.963248685817448	ADaM2021	100	0.9674444897505282	0.004195803933080167	0.9653465877839882
22	A375	0.977311102851378	ADaM2021	5	0.95	-0.027311102851378055	0.963655551425689
23	A375	0.977311102851378	ADaM2021	100	0.971504826863095	-0.005806275988282983	0.9744079648572366
24	A549	0.9626858439972388	ADaM2021	5	0.9933333333333332	0.030647489336094402	0.978009588665286
25	A549	0.9626858439972388	ADaM2021	100	0.9805886231128104	0.017902779115571588	0.9716372335550245
26	AGS	0.9661597992884832	ADaM2021	5	0.9627777777777776	-0.0033820215107055462	0.9644687885331304
27	AGS	0.9661597992884832	ADaM2021	100	0.9726566016553784	0.006496802366895205	0.9694082004719308
28	AM-38	0.9475156639940532	ADaM2021	5	0.9711111111111111	0.023595447117057966	0.9593133875525821
29	AM-38	0.9475156639940532	ADaM2021	100	0.97792828811845	0.030412624124396825	0.9627219760562515
30	ARH-77	0.9688034301492062	ADaM2021	5	0.9722222222222222	0.003418792073015986	0.9705128261857142
31	ARH-77	0.9688034301492062	ADaM2021	100	0.95191009272449	-0.016893337424716215	0.9603567614368481
32	AsPC-1	0.9357417830404078	ADaM2021	5	0.9766666666666668	0.04092488362625901	0.9562042248535373
33	AsPC-1	0.9357417830404078	ADaM2021	100	0.9802874406240236	0.04454565758361584	0.9580146118322157
34	AU565	0.9479338129878404	ADaM2021	5	0.9877777777777778	0.03984396478993735	0.9678557953828091
35	AU565	0.9479338129878404	ADaM2021	100	0.9784492345331208	0.03051542154528042	0.9631915237604807
36	BB30-HNC	0.9684410343545904	ADaM2021	5	0.9353197674418604	-0.033121266912729985	0.9518804008982253
37	BB30-HNC	0.9684410343545904	ADaM2021	100	0.9419162646698828	-0.026524769684707628	0.9551786495122365
38	BE2-M17	0.9595271597727392	ADaM2021	5	0.9781976744186046	0.018670514645865444	0.9688624170956719
39	BE2-M17	0.9595271597727392	ADaM2021	100	0.9679494564043488	0.00842229663160965	0.963738308088544
40	Becker	0.9527889874157064	ADaM2021	5	0.9494444444444444	-0.0033445429712619656	0.9511167159300754
41	Becker	0.9527889874157064	ADaM2021	100	0.9338490724903225	-0.01893991492538394	0.9433190299530144
42	BHY	0.9660429830616472	ADaM2021	5	0.9563953488372092	-0.009647634224437929	0.9612191659494282
43	BHY	0.9660429830616472	ADaM2021	100	0.9686541507667938	0.0026111677051466886	0.9673485669142206
44	BICR10	0.9763832103223066	ADaM2021	5	0.9677777777777776	-0.008605432544528946	0.972080494050042
45	BICR10	0.9763832103223066	ADaM2021	100	0.9801007736749294	0.0037175633526228546	0.978241991998618
46	BICR22	0.9580789040513992	ADaM2021	5	0.9934593023255814	0.03538039827418227	0.9757691031884903
47	BICR22	0.9580789040513992	ADaM2021	100	0.9766649866801066	0.018586082628707423	0.9673719453657529
48	BICR78	0.9102068178197844	ADaM2021	5	0.9861918604651164	0.07598504264533201	0.9481993391424504
49	BICR78	0.9102068178197844	ADaM2021	100	0.9739587083303334	0.06375189051054897	0.9420827630750589
50	BxPC-3	0.9474964158657676	ADaM2021	5	0.9731104651162792	0.025614049250511584	0.9603034404910233
51	BxPC-3	0.9474964158657676	ADaM2021	100	0.9768863849089208	0.029389969043153163	0.9621914003873442
52	C2BBe1	0.964761986937822	ADaM2021	5	0.9733333333333334	0.008571346395511381	0.9690476601355777
53	C2BBe1	0.964761986937822	ADaM2021	100	0.9675629769274356	0.0028009899896136448	0.9661624819326289
54	Ca9-22	0.97445375139383	ADaM2021	5	0.955	-0.019453751393829988	0.964726875696915
55	Ca9-22	0.97445375139383	ADaM2021	100	0.974634476988334	0.0001807255945041053	0.974544114191082
56	CAL-27	0.980404741676844	ADaM2021	5	0.9738372093023256	-0.006567532374518348	0.9771209754895849
57	CAL-27	0.980404741676844	ADaM2021	100	0.9750035999712002	-0.005401141705643764	0.9777041708240222
58	CAL-33	0.9471851271703924	ADaM2021	5	0.9781976744186046	0.03101254724821223	0.9626914007944984
59	CAL-33	0.9471851271703924	ADaM2021	100	0.9732216142270862	0.026036487056693813	0.9602033706987393
60	CAL-51	0.9622351723039346	ADaM2021	5	0.9838888888888888	0.021653716584954186	0.9730620305964117
61	CAL-51	0.9622351723039346	ADaM2021	100	0.9749257303840838	0.012690558080149184	0.9685804513440093
62	CAL-72	0.8226895608771837	ADaM2021	5	0.9544444444444444	0.13175488356726073	0.8885670026608141
63	CAL-72	0.8226895608771837	ADaM2021	100	0.9635853822568432	0.1408958213796595	0.8931374715670135
64	Caov-4	0.9253312005522222	ADaM2021	5	0.9322222222222222	0.006891021669999997	0.9287767113872222
65	Caov-4	0.9253312005522222	ADaM2021	100	0.9621847181991008	0.03685351764687861	0.9437579593756615
66	CAPAN-1	0.9627276588966176	ADaM2021	5	0.9549418604651164	-0.0077857984315011786	0.9588347596808671
67	CAPAN-1	0.9627276588966176	ADaM2021	100	0.975845993232054	0.01311833433543641	0.9692868260643358
68	CAS-1	0.9445959220517176	ADaM2021	5	0.9425872093023256	-0.002008712749391961	0.9435915656770216
69	CAS-1	0.9445959220517176	ADaM2021	100	0.9616396068831448	0.017043684831427153	0.9531177644674311
70	CHP-212	0.9487428981043912	ADaM2021	5	0.971656976744186	0.022914078639794888	0.9601999374242887
71	CHP-212	0.9487428981043912	ADaM2021	100	0.9733233134134928	0.0245804153091016	0.961033105758942
72	CL-11	0.9507911644453884	ADaM2021	5	0.967296511627907	0.016505347182518615	0.9590438380366477
73	CL-11	0.9507911644453884	ADaM2021	100	0.9704010367917056	0.01960987234631728	0.960596100618547
74	COLO-205	0.9506066479052726	ADaM2021	5	0.9772222222222222	0.02661557431694961	0.9639144350637474
75	COLO-205	0.9506066479052726	ADaM2021	100	0.9833244192142512	0.03271777130897857	0.9669655335597619
76	COLO-320-HSR	0.9758031115594964	ADaM2021	5	0.9516666666666668	-0.024136444892829623	0.9637348891130816
77	COLO-320-HSR	0.9758031115594964	ADaM2021	100	0.9697553206699888	-0.006047790889507576	0.9727792161147426
78	COLO-678	0.8294463176339405	ADaM2021	5	0.9522222222222222	0.12277590458828169	0.8908342699280813
79	COLO-678	0.8294463176339405	ADaM2021	100	0.9660722890928252	0.13662597145888467	0.8977593033633828
80	COLO-680N	0.9687748898210587	ADaM2021	5	0.9577777777777776	-0.010997112043281132	0.9632763337994181
81	COLO-680N	0.9687748898210587	ADaM2021	100	0.9590179994598572	-0.009756890361201531	0.963896444640458
82	COLO-684	0.9353687675888068	ADaM2021	5	0.9783333333333332	0.04296456574452634	0.95685105046107
83	COLO-684	0.9353687675888068	ADaM2021	100	0.9630584783863504	0.027689710797543565	0.9492136229875786
84	COLO-824	0.9490276376573036	ADaM2021	5	0.9566666666666668	0.007639029009363196	0.9528471521619852
85	COLO-824	0.9490276376573036	ADaM2021	100	0.9699724368377296	0.02094479918042602	0.9595000372475166
86	COR-L23	0.9671215419741944	ADaM2021	5	0.9688888888888888	0.0017673469146943788	0.9680052154315416
87	COR-L23	0.9671215419741944	ADaM2021	100	0.9610852366301452	-0.006036305344049198	0.9641033893021698
88	D-423MG	0.9608599267243668	ADaM2021	5	0.9927777777777778	0.03191785105341094	0.9768188522510723
89	D-423MG	0.9608599267243668	ADaM2021	100	0.9791508904410636	0.018290963716696806	0.9700054085827152
90	D-502MG	0.9425722136674984	ADaM2021	5	0.9372222222222222	-0.005349991445276259	0.9398972179448604
91	D-502MG	0.9425722136674984	ADaM2021	100	0.9512733068910554	0.008701093223556944	0.9469227602792769
92	D-542MG	0.9489459990442308	ADaM2021	5	0.9927777777777778	0.04383177873354693	0.9708618884110043
93	D-542MG	0.9489459990442308	ADaM2021	100	0.985424753361329	0.03647875431709813	0.9671853762027799
94	DAN-G	0.9822996867201188	ADaM2021	5	0.9805555555555556	-0.0017441311645631785	0.9814276211378372
95	DAN-G	0.9822996867201188	ADaM2021	100	0.9817609180307034	-0.0005387686894153809	0.9820303023754111
96	DBTRG-05MG	0.9673332713853342	ADaM2021	5	0.9572222222222222	-0.010111049163112007	0.9622777468037782
97	DBTRG-05MG	0.9673332713853342	ADaM2021	100	0.9714445903653376	0.004111318980003387	0.9693889308753358
98	Detroit562	0.9727439866192322	ADaM2021	5	0.9916666666666668	0.01892268004743458	0.9822053266429496
99	Detroit562	0.9727439866192322	ADaM2021	100	0.9699108764609006	-0.002833110158331653	0.9713274315400664
100	DiFi	0.9443304306270908	ADaM2021	5	0.9677777777777776	0.02344734715068686	0.9560541042024342
101	DiFi	0.9443304306270908	ADaM2021	100	0.9759960866134644	0.03166565598637361	0.9601632586202775
102	DK-MG	0.9501400467264908	ADaM2021	5	0.9866666666666668	0.03652661994017603	0.9684033566965788
103	DK-MG	0.9501400467264908	ADaM2021	100	0.9814153855930184	0.03127533886652767	0.9657777161597546
104	DOK	0.9270880900546912	ADaM2021	5	0.9783333333333332	0.051245243278641994	0.9527107116940121
105	DOK	0.9270880900546912	ADaM2021	100	0.9761741483485932	0.049086058293902	0.9516311192016422
106	DOV13	0.9643086603302714	ADaM2021	5	0.99	0.025691339669728586	0.9771543301651358
107	DOV13	0.9643086603302714	ADaM2021	100	0.9838400701126356	0.01953140978236423	0.9740743652214535
108	DU-145	0.9657064726809323	ADaM2021	5	0.9716666666666668	0.005960193985734441	0.9686865696737996
109	DU-145	0.9657064726809323	ADaM2021	100	0.9824930231572928	0.016786550476360462	0.9740997479191126
110	EBC-1	0.9406049222110126	ADaM2021	5	0.9455555555555556	0.004950633344543043	0.9430802388832841
111	EBC-1	0.9406049222110126	ADaM2021	100	0.924371422216809	-0.016233499994203537	0.9324881722139108
112	EC-GI-10	0.9582488185631604	ADaM2021	5	0.9477777777777778	-0.010471040785382524	0.9530132981704691
113	EC-GI-10	0.9582488185631604	ADaM2021	100	0.9675007546110708	0.009251936047910414	0.9628747865871156
114	EFO-21	0.8638267933945734	ADaM2021	5	0.9711111111111111	0.10728431771653779	0.9174689522528423
115	EFO-21	0.8638267933945734	ADaM2021	100	0.9757167481293588	0.11188995473478547	0.9197717707619661
116	EFO-27	0.9594096798173418	ADaM2021	5	0.9772222222222222	0.017812542404880394	0.9683159510197821
117	EFO-27	0.9594096798173418	ADaM2021	100	0.980564131349986	0.02115445153264417	0.9699869055836638
118	EGI-1	0.9580523549089364	ADaM2021	5	0.9766666666666668	0.01861431175773043	0.9673595107878016
119	EGI-1	0.9580523549089364	ADaM2021	100	0.9748833662537928	0.016831011344856428	0.9664678605813646
120	EPLC-272H	0.9465373280943024	ADaM2021	5	0.9672222222222222	0.02068489412791985	0.9568797751582623
121	EPLC-272H	0.9465373280943024	ADaM2021	100	0.96108920826736	0.01455188017305764	0.9538132681808311
122	ES-2	0.9783438644931768	ADaM2021	5	0.9488888888888888	-0.029454975604288003	0.9636163766910328
123	ES-2	0.9783438644931768	ADaM2021	100	0.9450279073708292	-0.033315957122347584	0.961685885932003
124	ES4	0.9558726703127488	ADaM2021	5	0.9533333333333334	-0.002539336979415441	0.9546030018230411
125	ES4	0.9558726703127488	ADaM2021	100	0.961202399927981	0.005329729615232148	0.9585375351203649
126	ES5	0.9670106993044124	ADaM2021	5	0.9611111111111112	-0.005899588193301164	0.9640609052077618
127	ES5	0.9670106993044124	ADaM2021	100	0.9787802043010184	0.011769504996606006	0.9728954518027154
128	ES8	0.9729072638453778	ADaM2021	5	0.994186046511628	0.021278782666250162	0.9835466551785029
129	ES8	0.9729072638453778	ADaM2021	100	0.983373533011736	0.010466269166358178	0.9781403984285569
130	ESO26	0.9634889555567356	ADaM2021	5	0.9533333333333334	-0.010155622223402272	0.9584111444450345
131	ESO26	0.9634889555567356	ADaM2021	100	0.9565125583168732	-0.006976397239862431	0.9600007569368044
132	ESO51	0.9312941379493442	ADaM2021	5	0.9872222222222222	0.05592808427287799	0.9592581800857832
133	ESO51	0.9312941379493442	ADaM2021	100	0.9782016691467336	0.04690753119738933	0.9547479035480388
134	ESS-1	0.9805839483884672	ADaM2021	5	0.9433333333333334	-0.03725061505513383	0.9619586408609002
135	ESS-1	0.9805839483884672	ADaM2021	100	0.940639248248508	-0.03994470013995921	0.9606115983184875
136	EVSA-T	0.9691671534009452	ADaM2021	5	0.9680232558139534	-0.0011438975869917378	0.9685952046074493
137	EVSA-T	0.9691671534009452	ADaM2021	100	0.964311685506516	-0.004855467894429144	0.9667394194537307
138	EW-1	0.9791257367387034	ADaM2021	5	0.9922222222222222	0.013096485483518827	0.9856739794804628
139	EW-1	0.9791257367387034	ADaM2021	100	0.9716550871377204	-0.0074706496009829815	0.975390411938212
140	EW-16	0.9743847236234272	ADaM2021	5	0.9774709302325582	0.003086206609130948	0.9759278269279927
141	EW-16	0.9743847236234272	ADaM2021	100	0.9803153574771402	0.005930633853712952	0.9773500405502837
142	EW-22	0.96912268358732	ADaM2021	5	0.9760174418604652	0.0068947582731452295	0.9725700627238927
143	EW-22	0.96912268358732	ADaM2021	100	0.9722892216862264	0.003166538098906435	0.9707059526367732
144	EW-7	0.9736174534062548	ADaM2021	5	0.9388888888888888	-0.034728564517366056	0.9562531711475718
145	EW-7	0.9736174534062548	ADaM2021	100	0.9576213070393298	-0.015996146366925035	0.9656193802227924
146	FADU	0.975019911856847	ADaM2021	5	0.9466666666666668	-0.028353245190180232	0.9608432892617569
147	FADU	0.975019911856847	ADaM2021	100	0.9787338685335126	0.0037139566766656307	0.9768768901951799
148	FLO-1	0.9709970530451866	ADaM2021	5	0.97	-0.0009970530451866022	0.9704985265225933
149	FLO-1	0.9709970530451866	ADaM2021	100	0.9824155762316048	0.011418523186418228	0.9767063146383956
150	GAMG	0.9688492274199544	ADaM2021	5	0.9783333333333332	0.009484105913378782	0.9735912803766438
151	GAMG	0.9688492274199544	ADaM2021	100	0.9672234019455728	-0.0016258254743816147	0.9680363146827635
152	GB-1	0.9300403546965432	ADaM2021	5	0.9727777777777776	0.042737423081234405	0.9514090662371604
153	GB-1	0.9300403546965432	ADaM2021	100	0.9743855877228752	0.044345233026331976	0.9522129712097092
154	GI-1	0.9705430627090744	ADaM2021	5	0.9755555555555556	0.005012492846481198	0.973049309132315
155	GI-1	0.9705430627090744	ADaM2021	100	0.9798247448885028	0.009281682179428374	0.9751839037987886
156	GP5d	0.9612409069187066	ADaM2021	5	1.0	0.03875909308129344	0.9806204534593532
157	GP5d	0.9612409069187066	ADaM2021	100	0.9819939207473032	0.020753013828596623	0.9716174138330049
158	HARA	0.974100647799076	ADaM2021	5	0.9694444444444444	-0.004656203354631572	0.9717725461217602
159	HARA	0.974100647799076	ADaM2021	100	0.9808375123782692	0.0067368645791932025	0.9774690800886726
160	HCC-15	0.8821012318802103	ADaM2021	5	0.9883333333333332	0.1062321014531229	0.9352172826067717
161	HCC-15	0.8821012318802103	ADaM2021	100	0.9794514109903144	0.09735017911010413	0.9307763214352623
162	HCC-78	0.9444459193968034	ADaM2021	5	0.9665697674418604	0.02212384804505696	0.9555078434193319
163	HCC-78	0.9444459193968034	ADaM2021	100	0.9674724602203182	0.02302654082351474	0.9559591898085609
164	HCC1143	0.9438167047204375	ADaM2021	5	0.9462209302325582	0.0024042255121206058	0.9450188174764979
165	HCC1143	0.9438167047204375	ADaM2021	100	0.9573799409604724	0.01356323624003486	0.950598322840455
166	HCC1187	0.9532078001380556	ADaM2021	5	0.9709302325581396	0.017722432420083978	0.9620690163480976
167	HCC1187	0.9532078001380556	ADaM2021	100	0.9742260061919504	0.021018206053894817	0.963716903165003
168	HCC1395	0.9091986141347634	ADaM2021	5	0.9781976744186046	0.06899906028384117	0.9436981442766841
169	HCC1395	0.9091986141347634	ADaM2021	100	0.9706377348981208	0.061439120763357336	0.9399181745164421
170	HCC1806	0.9621986672330484	ADaM2021	5	0.971656976744186	0.009458309511137686	0.9669278219886173
171	HCC1806	0.9621986672330484	ADaM2021	100	0.9637689898480812	0.0015703226150328708	0.9629838285405647
172	HCC1937	0.931162719694154	ADaM2021	5	0.9861918604651164	0.05502914077096244	0.9586772900796352
173	HCC1937	0.931162719694154	ADaM2021	100	0.984185326517388	0.05302260682323401	0.957674023105771
174	HCC1954	0.9403148728296076	ADaM2021	5	0.9534883720930232	0.0131734992634156	0.9469016224613154
175	HCC1954	0.9403148728296076	ADaM2021	100	0.9610897112823098	0.020774838452702227	0.9507022920559587
176	HCC2998	0.9499283173153508	ADaM2021	5	0.9483333333333334	-0.001594983982017406	0.949130825324342
177	HCC2998	0.9499283173153508	ADaM2021	100	0.9535695751407284	0.0036412578253776084	0.9517489462280395
178	HCC38	0.9647686242234376	ADaM2021	5	0.9688888888888888	0.004120264665451234	0.9668287565561632
179	HCC38	0.9647686242234376	ADaM2021	100	0.9672313452200022	0.002462720996564638	0.9659999847217199
180	HCC70	0.9308726703127488	ADaM2021	5	0.97	0.03912732968725119	0.9504363351563744
181	HCC70	0.9308726703127488	ADaM2021	100	0.9763800115442256	0.04550734123147682	0.9536263409284872
182	HCE-4	0.9275035841342324	ADaM2021	5	0.9788888888888888	0.05138530475465641	0.9531962365115606
183	HCE-4	0.9275035841342324	ADaM2021	100	0.9841266899316348	0.05662310579740237	0.9558151370329335
184	HCT-116	0.9711901980566028	ADaM2021	5	0.9888888888888888	0.017698690832286035	0.9800395434727458
185	HCT-116	0.9711901980566028	ADaM2021	100	0.9846615370765572	0.013471339019954454	0.9779258675665801
186	HCT-15	0.97221366749854	ADaM2021	5	0.9661111111111113	-0.006102556387428737	0.9691623893048256
187	HCT-15	0.97221366749854	ADaM2021	100	0.966178861358088	-0.0060348061404520426	0.969196264428314
188	HEC-1	0.9680062921467636	ADaM2021	5	0.9711111111111111	0.0031048189643475554	0.9695587016289373
189	HEC-1	0.9680062921467636	ADaM2021	100	0.966973188801042	-0.0010331033457215977	0.9674897404739028
190	Hey	0.9772520310093984	ADaM2021	5	0.9783333333333332	0.001081302323934774	0.9777926821713658
191	Hey	0.9772520310093984	ADaM2021	100	0.9764481913164124	-0.0008038396929860303	0.9768501111629053
192	HGC-27	0.974714596718526	ADaM2021	5	0.9722222222222222	-0.0024923744963037953	0.973468409470374
193	HGC-27	0.974714596718526	ADaM2021	100	0.9781242222210454	0.003409625502519442	0.9764194094697858
194	HO-1-u-1	0.9701421706578878	ADaM2021	5	0.9327777777777778	-0.03736439288010995	0.9514599742178328
195	HO-1-u-1	0.9701421706578878	ADaM2021	100	0.95243434883684	-0.017707821821047798	0.9612882597473639
196	HOP-62	0.9390644082196148	ADaM2021	5	0.9616666666666668	0.022602258447051993	0.9503655374431408
197	HOP-62	0.9390644082196148	ADaM2021	100	0.971359862104756	0.03229545388514121	0.9552121351621854
198	HPAF-II	0.9420352572611904	ADaM2021	5	0.9711111111111111	0.02907585384992073	0.9565731841861508
199	HPAF-II	0.9420352572611904	ADaM2021	100	0.973658778112572	0.03162352085138154	0.9578470176868812
200	Hs-578-T	0.9439441406042586	ADaM2021	5	0.9927777777777778	0.048833637173519184	0.9683609591910182
201	Hs-578-T	0.9439441406042586	ADaM2021	100	0.9837632851264834	0.03981914452222479	0.963853712865371
202	Hs-683	0.9680043009610788	ADaM2021	5	0.9651162790697674	-0.002888021891311432	0.9665602900154231
203	Hs-683	0.9680043009610788	ADaM2021	100	0.9578092375260998	-0.010195063434979001	0.9629067692435893
204	HSC-3	0.9772540221950832	ADaM2021	5	0.9383333333333334	-0.03892068886174982	0.9577936777642082
205	HSC-3	0.9772540221950832	ADaM2021	100	0.9564536456981874	-0.02080037649689581	0.9668538339466353
206	HSC-39	0.9677102692083044	ADaM2021	5	0.9866666666666668	0.018956397458362417	0.9771884679374856
207	HSC-39	0.9677102692083044	ADaM2021	100	0.9727552306462118	0.005044961437907447	0.970232749927258
208	HSC-4	0.9641984813890512	ADaM2021	5	0.9844444444444445	0.02024596305539328	0.9743214629167478
209	HSC-4	0.9641984813890512	ADaM2021	100	0.966253660525633	0.0020551791365818195	0.9652260709573421
210	HT-29v1.0	0.9707521372059682	ADaM2021	5	0.9983333333333332	0.027581196127364982	0.9845427352696507
211	HT-29v1.0	0.9707521372059682	ADaM2021	100	0.972638067348376	0.0018859301424077879	0.971695102277172
212	HT-29v1.1	0.9718731747464556	ADaM2021	5	0.9488888888888888	-0.022984285857566844	0.9603810318176722
213	HT-29v1.1	0.9718731747464556	ADaM2021	100	0.94878375229693	-0.02308942244952561	0.9603284635216929
214	HT55	0.9480897891998088	ADaM2021	5	0.9616666666666668	0.013576877466857984	0.9548782279332377
215	HT55	0.9480897891998088	ADaM2021	100	0.969518346316174	0.021428557116365154	0.9588040677579914
216	hTERT-RPE-1	0.9599021664100248	ADaM2021	5	0.9888888888888888	0.028986722478864024	0.9743955276494568
217	hTERT-RPE-1	0.9599021664100248	ADaM2021	100	0.9793971319483792	0.019494965538354392	0.9696496491792019
218	HuP-T3	0.9526449583178463	ADaM2021	5	0.9738888888888888	0.021243930571042458	0.9632669236033675
219	HuP-T3	0.9526449583178463	ADaM2021	100	0.9649311053331144	0.01228614701526809	0.9587880318254804
220	HuP-T4	0.9636562151542504	ADaM2021	5	0.9705555555555556	0.006899340401305243	0.967105885354903
221	HuP-T4	0.9636562151542504	ADaM2021	100	0.9757332966177538	0.012077081463503392	0.9696947558860021
222	IGROV-1	0.934075160622312	ADaM2021	5	0.9333333333333332	-0.000741827288978758	0.9337042469778226
223	IGROV-1	0.934075160622312	ADaM2021	100	0.9514659312959716	0.017390770673659572	0.9427705459591418
224	IM-9	0.9259093081293474	ADaM2021	5	0.9788888888888888	0.052979580759541456	0.9523990985091181
225	IM-9	0.9259093081293474	ADaM2021	100	0.97022264998226	0.04431334185291269	0.9480659790558037
226	IM-95	0.9250013274571232	ADaM2021	5	0.9722222222222222	0.04722089476509905	0.9486117748396727
227	IM-95	0.9250013274571232	ADaM2021	100	0.9678337101975756	0.042832382740452424	0.9464175188273494
228	IST-MEL1	0.9409095736207722	ADaM2021	5	0.8988888888888888	-0.04202068473188336	0.9198992312548305
229	IST-MEL1	0.9409095736207722	ADaM2021	100	0.938307897203438	-0.00260167641733422	0.9396087354121051
230	JHOS-2	0.9747278712897574	ADaM2021	5	0.9633333333333332	-0.0113945379564242	0.9690306023115453
231	JHOS-2	0.9747278712897574	ADaM2021	100	0.972534804780792	-0.0021930665089653356	0.9736313380352747
232	JHOS-4	0.9632354112462168	ADaM2021	5	0.9044444444444444	-0.058790966801772426	0.9338399278453307
233	JHOS-4	0.9632354112462168	ADaM2021	100	0.9527269261116612	-0.0105084851345556	0.957981168678939
234	JHU-011	0.9769049009716986	ADaM2021	5	0.94	-0.03690490097169863	0.9584524504858493
235	JHU-011	0.9769049009716986	ADaM2021	100	0.9458010527486376	-0.031103848223061004	0.9613529768601681
236	JHU-022	0.9573521212764828	ADaM2021	5	0.9577777777777776	0.00042565650129477994	0.9575649495271302
237	JHU-022	0.9573521212764828	ADaM2021	100	0.9508668760160772	-0.006485245260405614	0.95410949864628
238	JHU-029	0.9800523018106516	ADaM2021	5	0.9666666666666668	-0.013385635143984831	0.9733594842386593
239	JHU-029	0.9800523018106516	ADaM2021	100	0.9711116347788328	-0.008940667031818839	0.9755819682947422
240	JIMT-1	0.9095225136728085	ADaM2021	5	0.9627777777777776	0.05325526410496917	0.936150145725293
241	JIMT-1	0.9095225136728085	ADaM2021	100	0.9779746238859558	0.06845211021314734	0.9437485687793821
242	KATOIII	0.9130190357351458	ADaM2021	5	0.9077777777777778	-0.005241257957367962	0.9103984067564618
243	KATOIII	0.9130190357351458	ADaM2021	100	0.9339576305741928	0.02093859483904703	0.9234883331546693
244	KINGS-1	0.97241278606701	ADaM2021	5	0.9622222222222222	-0.010190563844787781	0.967317504144616
245	KINGS-1	0.97241278606701	ADaM2021	100	0.9766573642097236	0.0042445781427136176	0.9745350751383668
246	KLE	0.8582952795624702	ADaM2021	5	0.9677777777777776	0.10948249821530742	0.9130365286701239
247	KLE	0.8582952795624702	ADaM2021	100	0.9784849792680538	0.12018969970558357	0.918390129415262
248	KM12	0.9639661763925024	ADaM2021	5	0.9527777777777778	-0.011188398614724537	0.9583719770851401
249	KM12	0.9639661763925024	ADaM2021	100	0.9789245071198216	0.014958330727319225	0.9714453417561619
250	KMS-11	0.9670186640471512	ADaM2021	5	0.945	-0.02201866404715125	0.9560093320235756
251	KMS-11	0.9670186640471512	ADaM2021	100	0.958589724580198	-0.008428939466953222	0.9628041943136746
252	KNS-42	0.928299394679552	ADaM2021	5	0.9705555555555556	0.04225616087600359	0.9494274751175538
253	KNS-42	0.928299394679552	ADaM2021	100	0.9825142052224382	0.05421481054288613	0.9554067999509951
254	KNS-62	0.9664372378272182	ADaM2021	5	0.9344444444444444	-0.03199279338277383	0.9504408411358314
255	KNS-62	0.9664372378272182	ADaM2021	100	0.9720065770312276	0.0055693392040093714	0.969221907429223
256	KON	0.9789763978123506	ADaM2021	5	0.895	-0.08397639781235056	0.9369881989061752
257	KON	0.9789763978123506	ADaM2021	100	0.9523780839762972	-0.026598313836053378	0.9656772408943239
258	KP-1N	0.9761177188976796	ADaM2021	5	0.9444444444444444	-0.0316732744532352	0.9602810816710621
259	KP-1N	0.9761177188976796	ADaM2021	100	0.971743787035517	-0.004373931862162617	0.9739307529665984
260	KP-3	0.9523310147082248	ADaM2021	5	0.9727777777777776	0.020446763069552842	0.9625543962430012
261	KP-3	0.9523310147082248	ADaM2021	100	0.9801371803493982	0.02780616564117344	0.9662340975288115
262	KP-4	0.9775752668188816	ADaM2021	5	0.9416666666666668	-0.035908600152214865	0.9596209667427742
263	KP-4	0.9775752668188816	ADaM2021	100	0.9617756395659794	-0.015799627252902182	0.9696754531924305
